Date,Time,Transport_Mode,Route,Start_Location,End_Location,Distance_km,Passenger_Count,Delay_Duration_min,CO2_Emissions_kg,Satisfaction_Score
2025-10-07,21:15,Metro,M-Green,City Center,North District,16.5,139,0,0.49,4.0
2025-10-07,22:30,Bus,B-97,South District,West District,10.4,28,12,1.04,5.0
2025-10-08,07:00,Bus,B-98,City Center,South District,3.3,43,0,0.33,1.0
2025-10-08,13:00,Metro,M-Blue,South District,City Center,9.4,92,0,0.28,5.0
2025-10-08,16:00,Metro,M-Yellow,East District,West District,11.2,331,0,0.34,4.0
2025-10-08,23:15,Metro,M-Red,North District,East District,14.2,361,5,0.43,3.0
2025-10-09,05:45,Bus,B-50,City Center,West District,5.5,38,2,0.55,4.0
2025-10-09,15:00,Bus,B-32,East District,West District,7.8,49,0,0.78,3.0
2025-10-09,19:00,Bus,B-67,South District,North District,14.9,44,10,1.49,4.0
2025-10-09,19:30,Metro,M-Yellow,South District,North District,14.6,254,2,0.44,4.0
2025-10-09,22:45,Metro,M-Blue,West District,City Center,24.0,162,0,0.72,4.0
2025-10-09,23:15,Metro,M-Green,East District,West District,15.0,254,6,0.45,5.0
2025-10-09,23:15,Bus,B-95,North District,West District,14.5,64,7,1.45,3.0
2025-10-10,08:30,Metro,M-Blue,North District,West District,16.8,277,0,0.5,1.0
2025-10-10,08:30,Bus,B-75,North District,East District,13.3,30,4,1.33,4.0
2025-10-10,10:00,Bus,B-64,West District,City Center,8.6,54,5,0.86,5.0
2025-10-10,11:45,Bus,B-60,City Center,West District,2.7,34,3,0.27,3.0
2025-10-10,12:00,Bus,B-36,East District,City Center,3.2,46,5,0.32,
2025-10-10,13:00,Metro,M-Red,City Center,South District,20.0,298,0,0.6,2.0
2025-10-10,15:15,Rail,R-Local,West District,South District,40.7,396,15,2.04,2.0
2025-10-10,15:30,Tram,T-3,West District,North District,9.0,106,0,0.36,3.0
2025-10-10,16:00,Metro,M-Yellow,East District,City Center,11.7,269,7,0.35,3.0
2025-10-10,16:30,Tram,T-5,North District,City Center,9.1,70,6,0.36,4.0
2025-10-10,19:00,Rail,R-Local,South District,City Center,59.6,431,10,2.98,3.0
2025-10-10,22:15,Metro,M-Blue,East District,North District,26.2,318,4,0.79,4.0
2025-10-11,05:15,Bus,B-60,City Center,West District,7.1,47,11,0.71,2.0
2025-10-11,06:45,Metro,M-Yellow,North District,East District,8.5,357,0,0.26,4.0
2025-10-11,07:15,Metro,M-Yellow,West District,North District,29.4,360,0,0.88,3.0
2025-10-11,10:00,Bus,B-51,South District,East District,11.8,68,3,1.18,4.0
2025-10-11,10:45,Rail,R-Local,City Center,North District,37.1,442,0,1.86,3.0
2025-10-11,12:45,Metro,M-Yellow,East District,West District,7.6,489,0,0.23,3.0
2025-10-11,13:00,Bus,B-80,East District,City Center,7.3,51,5,0.73,4.0
2025-10-11,14:15,Bus,B-66,South District,West District,11.9,17,0,1.19,3.0
2025-10-11,18:00,Metro,M-Yellow,North District,East District,25.3,241,0,0.76,3.0
2025-10-11,20:00,Rail,R-Local,City Center,East District,21.2,529,20,1.06,1.0
2025-10-11,22:30,Rail,R-Express,West District,South District,30.2,524,0,1.51,1.0
2025-10-11,22:30,Bus,B-40,East District,West District,8.2,21,0,0.82,2.0
2025-10-11,23:30,Tram,T-10,West District,North District,2.0,71,2,0.08,4.0
2025-10-12,09:30,Metro,M-Blue,City Center,North District,10.4,407,0,0.31,4.0
2025-10-12,12:00,Metro,M-Red,North District,South District,29.2,434,1,0.88,5.0
2025-10-12,14:00,Bus,B-70,City Center,West District,8.1,26,1,0.81,4.0
2025-10-12,20:00,Metro,M-Blue,City Center,East District,24.9,191,8,0.75,4.0
2025-10-12,22:00,Tram,T-1,East District,North District,3.6,109,4,0.14,3.0
2025-10-13,06:15,Bus,B-42,North District,South District,3.8,32,14,0.38,3.0
2025-10-13,13:30,Rail,R-Express,North District,City Center,36.5,157,13,1.83,2.0
2025-10-13,16:15,Rail,R-Express,South District,City Center,40.0,599,0,2.0,2.0
2025-10-13,16:30,Bus,B-97,City Center,North District,5.1,47,8,0.51,3.0
2025-10-13,17:30,Bus,B-82,West District,City Center,9.3,29,13,0.93,4.0
2025-10-13,22:00,Metro,M-Blue,South District,West District,14.1,404,6,0.42,3.0
2025-10-13,22:45,Metro,M-Green,North District,City Center,8.7,310,4,0.26,5.0
2025-10-14,10:00,Bus,B-39,City Center,South District,3.6,40,0,0.36,4.0
2025-10-14,11:30,Bus,B-36,West District,East District,14.2,30,13,1.42,2.0
2025-10-14,16:30,Bus,B-41,West District,South District,8.2,27,5,0.82,1.0
2025-10-14,20:45,Rail,R-Express,East District,West District,44.8,365,0,2.24,5.0
2025-10-15,05:30,Tram,T-6,West District,East District,8.5,72,4,0.34,3.0
2025-10-15,06:00,Bus,B-76,South District,City Center,6.2,46,16,0.62,
2025-10-15,09:30,Metro,M-Blue,West District,South District,14.5,293,0,0.43,4.0
2025-10-15,13:00,Metro,M-Green,West District,City Center,25.7,145,4,0.77,4.0
2025-10-15,15:30,Bus,B-17,City Center,North District,11.8,26,14,1.18,4.0
2025-10-15,16:45,Tram,T-15,West District,South District,5.4,105,14,0.22,4.0
2025-10-15,17:30,Bus,B-36,South District,West District,13.2,44,18,1.32,2.0
2025-10-15,18:45,Tram,T-8,South District,East District,8.6,54,5,0.34,4.0
2025-10-15,19:15,Shared Cycling,Cycle-Share,South District,East District,4.9,1,0,0.0,4.0
2025-10-15,19:30,Tram,T-4,West District,South District,4.4,85,5,0.18,4.0
2025-10-16,06:30,Metro,M-Blue,South District,North District,15.4,167,0,0.46,5.0
2025-10-16,13:45,Rail,R-Express,South District,North District,54.0,590,6,2.7,2.0
2025-10-16,17:45,Bus,B-99,West District,South District,3.1,1,0,0.31,3.0
2025-10-16,20:15,Bus,B-94,South District,North District,14.3,20,0,1.43,4.0
2025-10-16,20:30,Bus,B-87,West District,South District,9.5,46,0,0.95,3.0
2025-10-16,21:45,Bus,B-89,South District,West District,9.3,54,10,0.93,3.0
2025-10-16,23:45,Metro,M-Yellow,West District,South District,24.1,184,8,0.72,4.0
2025-10-17,06:45,Metro,M-Yellow,East District,North District,10.6,233,0,0.32,5.0
2025-10-17,10:15,Bus,B-94,West District,North District,3.9,28,0,0.39,3.0
2025-10-17,10:15,Metro,M-Green,North District,City Center,7.4,295,1,0.22,4.0
2025-10-17,10:45,Tram,T-8,North District,East District,4.9,99,0,0.2,3.0
2025-10-17,19:00,Bus,B-67,City Center,South District,13.6,63,10,1.36,2.0
2025-10-17,22:15,Bus,B-34,North District,West District,7.6,53,6,0.76,4.0
2025-10-17,23:30,Bus,B-71,East District,City Center,8.2,40,0,0.82,4.0
2025-10-18,14:15,Tram,T-15,East District,West District,7.8,91,6,0.31,2.0
2025-10-18,16:45,Bus,B-96,City Center,East District,3.4,50,0,0.34,4.0
2025-10-18,21:00,Bus,B-30,West District,North District,14.3,41,0,1.43,3.0
2025-10-18,23:00,Bus,B-15,East District,South District,13.5,48,9,1.35,4.0
2025-10-19,06:15,Metro,M-Red,South District,City Center,11.2,143,3,0.34,5.0
2025-10-19,09:00,Shared Cycling,Cycle-Share,City Center,West District,2.8,1,0,0.0,4.0
2025-10-19,16:00,Tram,T-13,South District,West District,3.9,82,9,0.16,3.0
2025-10-19,19:15,Metro,M-Red,South District,North District,6.8,332,0,0.2,4.0
2025-10-19,20:15,Bus,B-90,West District,North District,12.0,16,0,1.2,2.0
2025-10-19,21:45,Bus,B-64,West District,City Center,11.9,67,3,1.19,3.0
2025-10-20,05:45,Shared Cycling,Cycle-Share,East District,West District,4.3,1,0,0.0,4.0
2025-10-20,08:30,Metro,M-Blue,City Center,South District,11.0,530,0,0.33,4.0
2025-10-20,17:15,Metro,M-Red,City Center,South District,16.0,283,2,0.48,2.0
2025-10-20,19:00,Tram,T-4,City Center,East District,5.4,95,11,0.22,4.0
2025-10-20,21:00,Metro,M-Blue,City Center,South District,25.6,360,1,0.77,4.0
2025-10-20,21:45,Tram,T-5,East District,North District,5.6,24,0,0.22,3.0
2025-10-20,23:45,Shared Cycling,Cycle-Share,East District,City Center,4.2,1,0,0.0,4.0
2025-10-21,06:30,Bus,B-70,West District,North District,12.8,33,0,1.28,1.0
2025-10-21,08:00,Rail,R-Local,City Center,South District,20.3,320,0,1.02,3.0
2025-10-21,17:45,Bus,B-32,East District,North District,14.7,31,8,1.47,4.0
2025-10-21,18:30,Shared Cycling,Cycle-Share,West District,North District,1.5,1,0,0.0,4.0
2025-10-21,19:00,Metro,M-Red,North District,East District,25.8,344,0,0.77,3.0
2025-10-21,20:45,Metro,M-Yellow,North District,City Center,22.5,339,1,0.67,5.0
2025-10-22,05:15,Metro,M-Yellow,South District,North District,10.0,480,0,0.3,3.0
2025-10-22,06:15,Bus,B-39,City Center,North District,7.4,17,0,0.74,4.0
2025-10-22,07:30,Tram,T-3,West District,South District,7.8,65,2,0.31,5.0
2025-10-22,16:45,Bus,B-58,North District,South District,7.0,48,14,0.7,3.0
2025-10-22,18:30,Bus,B-70,West District,City Center,12.8,47,1,1.28,2.0
2025-10-22,19:00,Bus,B-69,City Center,North District,13.6,49,0,1.36,5.0
2025-10-22,20:15,Bus,B-70,West District,North District,7.7,46,22,0.77,5.0
2025-10-22,21:30,Rail,R-Local,North District,West District,48.1,323,0,2.41,2.0
2025-10-23,06:45,Bus,B-49,North District,West District,8.5,50,0,0.85,3.0
2025-10-23,07:30,Shared Cycling,Cycle-Share,East District,City Center,1.3,1,0,0.0,4.0
2025-10-23,10:00,Bus,B-78,East District,City Center,8.0,43,0,0.8,2.0
2025-10-23,10:45,Bus,B-26,East District,City Center,3.2,40,11,0.32,4.0
2025-10-23,15:00,Bus,B-77,City Center,West District,4.3,52,0,0.43,4.0
2025-10-23,20:00,Metro,M-Blue,North District,West District,26.7,204,5,0.8,3.0
2025-10-23,21:15,Tram,T-11,West District,City Center,3.0,139,0,0.12,4.0
2025-10-23,21:15,Metro,M-Green,South District,East District,9.9,434,3,0.3,3.0
2025-10-23,21:15,Rail,R-Local,North District,South District,36.5,328,0,1.83,3.0
2025-10-24,07:15,Bus,B-29,City Center,North District,13.1,32,0,1.31,3.0
2025-10-24,10:15,Rail,R-Express,North District,East District,46.1,411,19,2.31,4.0
2025-10-24,10:45,Metro,M-Green,East District,West District,23.6,420,5,0.71,4.0
2025-10-24,12:15,Metro,M-Blue,North District,South District,27.1,76,0,0.81,3.0
2025-10-24,12:30,Metro,M-Red,West District,North District,8.4,339,7,0.25,4.0
2025-10-24,13:30,Bus,B-20,West District,City Center,14.3,27,0,1.43,5.0
2025-10-24,15:30,Rail,R-Local,North District,City Center,66.9,444,4,3.35,2.0
2025-10-24,23:00,Bus,B-60,North District,East District,5.8,33,0,0.58,3.0
2025-10-25,05:45,Metro,M-Green,South District,City Center,26.8,254,0,0.8,4.0
2025-10-25,08:30,Bus,B-17,East District,City Center,10.6,28,0,1.06,4.0
2025-10-25,14:15,Metro,M-Yellow,North District,East District,7.3,46,5,0.22,4.0
2025-10-25,18:15,Bus,B-25,East District,City Center,3.6,59,10,0.36,4.0
2025-10-25,21:30,Bus,B-99,South District,North District,11.9,19,0,1.19,3.0
2025-10-26,07:30,Tram,T-7,North District,West District,5.0,105,0,0.2,3.0
2025-10-26,09:30,Metro,M-Yellow,North District,East District,23.5,331,4,0.7,5.0
2025-10-26,11:00,Metro,M-Yellow,City Center,North District,19.4,261,5,0.58,4.0
2025-10-26,17:45,Bus,B-63,City Center,North District,13.9,13,1,1.39,3.0
2025-10-26,18:30,Shared Cycling,Cycle-Share,West District,North District,2.6,1,0,0.0,5.0
2025-10-26,19:45,Tram,T-6,West District,North District,5.7,111,5,0.23,2.0
2025-10-26,21:30,Bus,B-22,North District,West District,13.2,13,9,1.32,3.0
2025-10-26,23:00,Bus,B-69,City Center,West District,6.4,38,0,0.64,5.0
2025-10-27,06:45,Bus,B-14,City Center,East District,8.3,51,9,0.83,5.0
2025-10-27,07:00,Metro,M-Green,City Center,South District,19.1,210,5,0.57,2.0
2025-10-27,14:45,Metro,M-Blue,City Center,West District,23.2,271,3,0.7,3.0
2025-10-27,16:00,Bus,B-89,East District,West District,7.4,24,0,0.74,4.0
2025-10-27,19:45,Metro,M-Blue,South District,City Center,6.7,158,3,0.2,4.0
2025-10-27,22:00,Rail,R-Local,South District,North District,63.5,84,38,3.18,3.0
2025-10-28,06:15,Rail,R-Express,East District,South District,66.0,376,0,3.3,3.0
2025-10-28,07:00,Tram,T-4,City Center,East District,9.4,90,10,0.38,3.0
2025-10-28,13:15,Rail,R-Local,East District,City Center,25.5,540,5,1.28,3.0
2025-10-28,15:00,Tram,T-13,City Center,North District,2.1,82,5,0.08,1.0
2025-10-28,16:30,Metro,M-Yellow,North District,East District,14.6,358,3,0.44,4.0
2025-10-28,19:15,Metro,M-Blue,West District,East District,10.0,208,8,0.3,3.0
2025-10-28,21:15,Tram,T-12,East District,City Center,4.1,65,0,0.16,3.0
2025-10-29,07:30,Metro,M-Yellow,East District,West District,13.9,351,4,0.42,4.0
2025-10-29,09:00,Bus,B-90,North District,East District,7.8,56,5,0.78,3.0
2025-10-29,10:45,Rail,R-Express,West District,South District,55.4,328,0,2.77,2.0
2025-10-29,14:15,Bus,B-49,City Center,East District,11.2,25,4,1.12,3.0
2025-10-29,20:15,Bus,B-40,West District,City Center,10.9,50,0,1.09,4.0
2025-10-29,22:00,Bus,B-44,South District,North District,9.2,27,19,0.92,4.0
2025-10-29,22:15,Bus,B-15,West District,North District,2.4,54,6,0.24,3.0
2025-10-29,23:45,Bus,B-24,City Center,West District,5.5,46,19,0.55,4.0
2025-10-30,06:15,Metro,M-Yellow,North District,West District,13.4,270,5,0.4,3.0
2025-10-30,09:15,Metro,M-Green,West District,South District,24.6,158,6,0.74,
2025-10-30,13:45,Shared Cycling,Cycle-Share,City Center,North District,2.7,1,0,0.0,4.0
2025-10-31,08:15,Metro,M-Yellow,South District,North District,9.8,382,6,0.29,4.0
2025-10-31,08:30,Tram,T-2,South District,City Center,6.6,91,0,0.26,4.0
2025-10-31,11:00,Bus,B-70,City Center,South District,3.9,48,7,0.39,2.0
2025-10-31,11:15,Bus,B-97,South District,North District,7.6,19,0,0.76,3.0
2025-10-31,13:45,Bus,B-36,South District,East District,4.6,18,22,0.46,1.0
2025-10-31,14:30,Rail,R-Local,South District,West District,40.1,397,6,2.01,4.0
2025-10-31,20:30,Bus,B-47,East District,North District,10.2,62,25,1.02,5.0
2025-11-01,06:00,Bus,B-69,South District,North District,8.7,38,7,0.87,5.0
2025-11-01,12:15,Metro,M-Green,West District,North District,29.8,366,0,0.89,4.0
2025-11-01,14:30,Bus,B-34,City Center,West District,12.8,34,0,1.28,2.0
2025-11-01,14:45,Metro,M-Red,City Center,North District,23.1,171,0,0.69,5.0
2025-11-01,17:00,Metro,M-Blue,East District,South District,30.0,452,0,0.9,5.0
2025-11-01,18:00,Metro,M-Blue,South District,City Center,16.7,374,0,0.5,4.0
2025-11-01,21:00,Bus,B-95,West District,East District,5.6,49,0,0.56,3.0
2025-11-02,05:15,Bus,B-58,West District,East District,3.6,43,7,0.36,1.0
2025-11-02,07:45,Rail,R-Express,North District,West District,21.9,758,25,1.09,4.0
2025-11-02,08:15,Bus,B-13,East District,West District,12.2,36,0,1.22,2.0
2025-11-02,09:15,Metro,M-Red,City Center,North District,29.4,332,0,0.88,4.0
2025-11-02,09:30,Bus,B-16,City Center,North District,14.0,25,0,1.4,3.0
2025-11-02,10:00,Metro,M-Yellow,East District,West District,12.7,313,0,0.38,2.0
2025-11-02,11:45,Bus,B-67,East District,City Center,13.3,49,0,1.33,5.0
2025-11-02,12:45,Bus,B-85,East District,North District,3.8,35,10,0.38,2.0
2025-11-02,16:30,Bus,B-21,North District,West District,3.4,43,0,0.34,2.0
2025-11-02,18:45,Shared Cycling,Cycle-Share,East District,City Center,1.0,1,0,0.0,4.0
2025-11-02,19:30,Bus,B-42,City Center,North District,3.6,28,0,0.36,3.0
2025-11-02,20:30,Tram,T-8,West District,East District,7.0,60,10,0.28,5.0
2025-11-02,21:30,Rail,R-Local,City Center,West District,62.3,549,24,3.12,1.0
2025-11-02,22:45,Tram,T-13,North District,West District,2.3,71,0,0.09,3.0
2025-11-03,05:45,Tram,T-11,South District,West District,9.3,113,2,0.37,3.0
2025-11-03,11:30,Bus,B-51,South District,North District,8.7,34,4,0.87,3.0
2025-11-03,17:45,Tram,T-13,City Center,West District,6.4,119,1,0.26,4.0
2025-11-03,19:15,Rail,R-Express,East District,North District,22.1,662,23,1.11,2.0
2025-11-03,23:15,Bus,B-24,West District,East District,11.3,28,0,1.13,5.0
2025-11-04,12:45,Bus,B-15,East District,West District,7.0,56,7,0.7,3.0
2025-11-04,20:45,Metro,M-Red,East District,South District,7.3,417,0,0.22,4.0
2025-11-05,05:00,Shared Cycling,Cycle-Share,West District,South District,3.9,1,0,0.0,4.0
2025-11-05,07:00,Bus,B-10,West District,South District,13.9,53,10,1.39,3.0
2025-11-05,11:30,Bus,B-61,West District,South District,7.6,45,2,0.76,3.0
2025-11-05,12:15,Bus,B-34,East District,North District,8.8,1,15,0.88,4.0
2025-11-05,14:00,Bus,B-59,South District,City Center,2.1,37,2,0.21,1.0
2025-11-05,15:15,Bus,B-71,North District,City Center,5.5,43,0,0.55,3.0
2025-11-05,21:15,Metro,M-Blue,East District,South District,28.9,184,3,0.87,2.0
2025-11-06,09:45,Metro,M-Red,South District,City Center,24.3,275,5,0.73,4.0
2025-11-06,10:00,Metro,M-Yellow,East District,South District,12.6,191,2,0.38,3.0
2025-11-06,14:30,Tram,T-15,North District,East District,2.8,91,8,0.11,2.0
2025-11-06,15:15,Tram,T-2,North District,City Center,7.4,97,0,0.3,5.0
2025-11-06,17:45,Bus,B-46,South District,East District,11.4,55,4,1.14,4.0
2025-11-06,18:30,Bus,B-97,South District,City Center,10.9,37,15,1.09,3.0
2025-11-06,19:15,Tram,T-9,East District,North District,3.4,105,4,0.14,3.0
2025-11-06,22:45,Bus,B-70,North District,South District,8.0,18,0,0.8,3.0
2025-11-07,05:45,Metro,M-Red,West District,East District,29.0,332,6,0.87,3.0
2025-11-07,06:00,Metro,M-Red,East District,West District,14.2,276,9,0.43,2.0
2025-11-07,08:00,Metro,M-Blue,North District,City Center,13.0,153,0,0.39,4.0
2025-11-07,13:00,Metro,M-Blue,East District,South District,7.7,352,1,0.23,5.0
2025-11-07,13:15,Tram,T-11,South District,East District,6.4,81,9,0.26,3.0
2025-11-07,13:45,Tram,T-7,East District,City Center,8.9,68,0,0.36,3.0
2025-11-07,14:30,Rail,R-Express,City Center,West District,41.8,548,4,2.09,3.0
2025-11-07,17:15,Rail,R-Local,South District,East District,55.1,453,9,2.76,3.0
2025-11-07,17:30,Bus,B-78,West District,South District,4.6,59,24,0.46,2.0
2025-11-07,22:30,Bus,B-34,North District,West District,12.1,17,17,1.21,3.0
2025-11-07,23:15,Tram,T-4,East District,City Center,3.8,100,4,0.15,5.0
2025-11-08,06:15,Bus,B-91,North District,South District,7.3,40,14,0.73,3.0
2025-11-08,07:00,Bus,B-61,South District,East District,3.2,45,1,0.32,3.0
2025-11-08,08:15,Shared Cycling,Cycle-Share,West District,East District,2.6,1,0,0.0,4.0
2025-11-08,18:45,Bus,B-29,West District,South District,11.4,54,11,1.14,3.0
2025-11-08,19:00,Metro,M-Blue,City Center,East District,25.8,348,0,0.77,4.0
2025-11-08,20:30,Metro,M-Yellow,East District,North District,28.6,255,0,0.86,3.0
2025-11-08,22:45,Bus,B-50,East District,West District,3.5,23,8,0.35,2.0
2025-11-09,07:00,Bus,B-16,South District,West District,7.5,45,15,0.75,4.0
2025-11-09,07:00,Bus,B-70,City Center,North District,15.0,42,0,1.5,3.0
2025-11-09,13:15,Metro,M-Red,South District,North District,19.3,96,2,0.58,3.0
2025-11-09,16:45,Bus,B-61,West District,South District,10.7,30,12,1.07,2.0
2025-11-09,17:00,Rail,R-Local,North District,West District,59.4,175,10,2.97,3.0
2025-11-09,18:00,Metro,M-Red,West District,South District,12.2,222,0,0.37,3.0
2025-11-09,18:15,Bus,B-21,City Center,West District,13.6,36,1,1.36,4.0
2025-11-09,22:00,Metro,M-Green,North District,South District,22.7,368,0,0.68,3.0
2025-11-10,10:30,Bus,B-20,City Center,East District,6.6,37,13,0.66,2.0
2025-11-10,13:30,Bus,B-91,North District,South District,11.0,39,17,1.1,1.0
2025-11-10,14:45,Bus,B-63,South District,North District,5.3,42,0,0.53,4.0
2025-11-10,16:15,Bus,B-38,East District,South District,6.4,21,0,0.64,3.0
2025-11-10,20:00,Bus,B-95,North District,South District,13.1,38,0,1.31,4.0
2025-11-11,06:30,Metro,M-Blue,West District,East District,16.9,436,0,0.51,4.0
2025-11-11,10:15,Bus,B-22,East District,West District,2.5,56,4,0.25,4.0
2025-11-11,10:45,Metro,M-Red,East District,North District,17.6,230,0,0.53,5.0
2025-11-11,19:15,Bus,B-68,North District,West District,11.1,61,2,1.11,2.0
2025-11-11,19:30,Bus,B-12,North District,City Center,2.1,38,0,0.21,3.0
2025-11-11,20:45,Metro,M-Red,City Center,North District,7.8,250,3,0.23,4.0
2025-11-12,11:15,Bus,B-62,East District,City Center,13.8,50,3,1.38,3.0
2025-11-12,12:00,Rail,R-Local,East District,City Center,58.2,629,0,2.91,2.0
2025-11-12,12:30,Metro,M-Yellow,West District,North District,6.1,270,0,0.18,3.0
2025-11-12,13:00,Metro,M-Green,City Center,East District,29.2,188,1,0.88,3.0
2025-11-12,17:45,Bus,B-38,City Center,North District,11.5,26,4,1.15,3.0
2025-11-12,20:00,Bus,B-13,South District,West District,2.6,48,19,0.26,4.0
2025-11-13,05:30,Bus,B-81,East District,South District,2.5,48,0,0.25,4.0
2025-11-13,09:30,Shared Cycling,Cycle-Share,North District,West District,2.9,1,0,0.0,4.0
2025-11-13,10:00,Bus,B-81,City Center,East District,4.1,40,0,0.41,3.0
2025-11-13,10:45,Metro,M-Yellow,South District,East District,23.5,239,1,0.7,3.0
2025-11-13,15:45,Rail,R-Local,City Center,North District,55.2,356,24,2.76,4.0
2025-11-13,19:45,Metro,M-Yellow,East District,South District,15.6,311,7,0.47,4.0
2025-11-13,23:00,Bus,B-27,South District,West District,4.1,32,15,0.41,5.0
2025-11-14,09:15,Bus,B-42,West District,South District,5.2,35,2,0.52,2.0
2025-11-14,09:15,Rail,R-Express,East District,City Center,71.5,201,19,3.58,
2025-11-14,10:30,Bus,B-97,East District,City Center,9.9,45,0,0.99,3.0
2025-11-14,12:30,Metro,M-Blue,North District,West District,22.0,276,5,0.66,4.0
2025-11-14,12:45,Bus,B-26,City Center,East District,10.1,36,0,1.01,2.0
2025-11-14,21:30,Metro,M-Red,City Center,North District,14.2,339,7,0.43,3.0
2025-11-14,23:30,Bus,B-57,South District,East District,6.7,32,13,0.67,3.0
2025-11-14,23:45,Metro,M-Yellow,East District,West District,28.6,189,0,0.86,3.0
2025-11-15,10:30,Metro,M-Blue,East District,West District,11.9,145,9,0.36,4.0
2025-11-15,11:00,Bus,B-71,West District,City Center,11.0,51,0,1.1,3.0
2025-11-15,20:15,Bus,B-25,City Center,South District,11.4,55,0,1.14,3.0
2025-11-15,22:15,Rail,R-Local,South District,West District,69.1,405,0,3.46,2.0
2025-11-15,22:15,Bus,B-30,East District,North District,6.8,29,2,0.68,3.0
2025-11-15,23:00,Bus,B-85,West District,City Center,13.3,63,0,1.33,5.0
2025-11-16,09:30,Bus,B-58,South District,City Center,2.1,50,2,0.21,4.0
2025-11-16,10:15,Shared Cycling,Cycle-Share,East District,City Center,1.3,1,0,0.0,4.0
2025-11-16,12:45,Tram,T-1,East District,South District,4.6,88,2,0.18,3.0
2025-11-16,15:30,Bus,B-29,East District,City Center,3.4,8,17,0.34,2.0
2025-11-16,19:00,Bus,B-27,South District,East District,11.0,41,0,1.1,4.0
2025-11-16,20:45,Bus,B-18,City Center,West District,11.5,31,1,1.15,3.0
2025-11-16,22:30,Bus,B-89,City Center,West District,9.4,59,13,0.94,
2025-11-17,14:45,Bus,B-59,City Center,East District,11.4,26,0,1.14,3.0
2025-11-17,15:15,Bus,B-48,North District,West District,11.4,22,1,1.14,3.0
2025-11-17,15:30,Bus,B-98,East District,City Center,6.3,36,15,0.63,4.0
2025-11-17,16:00,Bus,B-47,North District,City Center,11.4,35,6,1.14,5.0
2025-11-17,20:00,Shared Cycling,Cycle-Share,East District,South District,3.5,1,0,0.0,4.0
2025-11-17,22:30,Bus,B-84,East District,West District,10.0,57,28,1.0,4.0
2025-11-17,22:30,Metro,M-Green,South District,West District,28.5,384,3,0.85,4.0
2025-11-18,05:15,Metro,M-Yellow,North District,West District,5.4,425,6,0.16,5.0
2025-11-18,07:00,Metro,M-Red,South District,North District,11.3,356,0,0.34,4.0
2025-11-18,09:15,Metro,M-Green,West District,City Center,10.9,197,0,0.33,2.0
2025-11-18,11:15,Metro,M-Yellow,North District,East District,6.8,320,4,0.2,4.0
2025-11-18,13:15,Bus,B-48,City Center,West District,14.7,39,2,1.47,3.0
2025-11-18,13:30,Tram,T-7,South District,East District,2.9,69,5,0.12,2.0
2025-11-18,17:15,Metro,M-Yellow,City Center,North District,25.2,345,12,0.76,3.0
2025-11-18,19:00,Bus,B-17,City Center,West District,14.2,30,9,1.42,1.0
2025-11-18,20:00,Metro,M-Red,West District,City Center,11.5,345,0,0.34,4.0
2025-11-19,08:00,Bus,B-37,City Center,West District,14.0,34,6,1.4,4.0
2025-11-19,10:00,Shared Cycling,Cycle-Share,West District,South District,3.2,1,0,0.0,4.0
2025-11-19,13:30,Metro,M-Blue,East District,City Center,19.3,174,0,0.58,4.0
2025-11-19,18:15,Bus,B-60,East District,West District,9.7,56,13,0.97,3.0
2025-11-19,21:45,Metro,M-Red,North District,City Center,10.5,357,0,0.32,4.0
2025-11-20,10:15,Tram,T-6,West District,North District,6.4,96,0,0.26,
2025-11-20,12:00,Bus,B-99,North District,West District,4.4,46,0,0.44,3.0
2025-11-20,14:15,Metro,M-Red,West District,City Center,5.0,480,0,0.15,3.0
2025-11-20,15:15,Tram,T-10,South District,West District,8.3,78,15,0.33,3.0
2025-11-20,17:00,Metro,M-Blue,East District,South District,29.1,216,0,0.87,4.0
2025-11-20,23:30,Bus,B-75,City Center,East District,9.4,27,0,0.94,2.0
2025-11-21,09:00,Bus,B-82,South District,City Center,11.6,30,10,1.16,2.0
2025-11-21,12:15,Rail,R-Express,East District,West District,20.9,526,2,1.04,1.0
2025-11-21,15:00,Rail,R-Express,South District,East District,76.9,299,0,3.85,2.0
2025-11-21,15:45,Metro,M-Blue,South District,North District,7.6,194,0,0.23,3.0
2025-11-21,16:45,Bus,B-86,North District,South District,12.4,22,0,1.24,5.0
2025-11-21,17:15,Metro,M-Yellow,City Center,West District,23.7,173,9,0.71,3.0
2025-11-21,21:30,Metro,M-Yellow,City Center,East District,21.9,315,1,0.66,3.0
2025-11-22,06:15,Tram,T-7,South District,East District,8.2,48,6,0.33,4.0
2025-11-22,14:15,Tram,T-10,City Center,South District,10.0,78,1,0.4,3.0
2025-11-22,14:45,Tram,T-9,East District,South District,6.8,132,0,0.27,4.0
2025-11-22,18:00,Bus,B-32,East District,North District,3.8,34,2,0.38,5.0
2025-11-22,19:15,Rail,R-Express,West District,North District,49.9,372,0,2.5,5.0
2025-11-22,20:30,Tram,T-11,East District,City Center,7.9,114,0,0.32,3.0
2025-11-22,20:45,Tram,T-7,East District,South District,6.8,74,10,0.27,3.0
2025-11-22,20:45,Metro,M-Yellow,East District,North District,8.0,341,8,0.24,3.0
2025-11-22,21:00,Metro,M-Green,West District,North District,20.2,510,2,0.61,2.0
2025-11-23,11:45,Bus,B-35,West District,East District,4.0,53,23,0.4,3.0
